Wall time,Step,Value
1591267312.025394,4759,0.3094571828842163
1591267432.2005508,4772,0.3460395038127899
1591267551.9424288,4830,0.2554307281970978
1591267671.9740257,4924,0.5345469117164612
1591267792.3131747,4945,0.4942246079444885
1591267912.880341,4975,0.41624119877815247
1591268032.3697693,5012,0.31982293725013733
1591268151.8952544,5030,0.20789723098278046
1591268272.0343597,5152,0.48589929938316345
1591268391.9515162,5157,0.2854278087615967
1591268512.0239375,5160,0.2794358432292938
1591268632.0569265,5239,0.24290233850479126
1591268752.027748,5312,0.4535277783870697
1591268872.09758,5505,0.931898832321167
1591268992.1097927,5549,0.4221315085887909
1591269112.4642248,5648,0.37930363416671753
1591269231.9767408,5704,0.6056047081947327
1591269351.86508,5900,0.2416561096906662
1591269472.0117173,5922,0.17830157279968262
1591269591.9036663,6074,0.44634491205215454
1591269712.2280784,6082,0.3436029255390167
1591269831.968962,6191,0.2536708116531372
1591269952.075966,6269,0.43941888213157654
1591270072.033317,6326,0.27066877484321594
1591270192.0434108,6399,0.10395094007253647
1591270312.631496,6478,0.30380919575691223
1591270431.968886,6516,0.2918407917022705
1591270552.043,6694,0.6204100251197815
1591270672.356703,6892,0.3215214014053345
1591270792.057767,7091,0.3524399399757385
1591270912.13867,7109,0.2709863781929016
1591271031.843536,7190,0.4537143111228943
1591271152.2536974,7201,0.2562471628189087
1591271272.2640357,7241,0.32331886887550354
1591271392.1473956,7302,0.20788688957691193
1591271512.1498163,7377,0.257990300655365
1591271632.0252645,7573,0.3472607433795929
1591271751.9939017,7651,0.3845153748989105
1591271872.1042345,7686,0.20868639647960663
1591271992.2101736,7722,0.6551253199577332
1591272112.1602976,7740,0.4116109013557434
1591272232.0513763,7753,0.49786049127578735
1591272352.0626943,7796,0.1792794018983841
1591272472.3705535,7911,0.2680772840976715
1591272592.1682765,7964,0.27445170283317566
1591272712.9002657,8067,0.2976621389389038
1591272832.01691,8131,0.2649208605289459
1591272951.9739714,8142,0.2787954807281494
1591273071.9204822,8329,0.266059935092926
1591273192.0311286,8395,0.2855810821056366
1591273312.4006011,8583,0.4635407328605652
1591273432.052751,8611,0.2801835238933563
1591273552.1234868,8638,0.35564619302749634
1591273672.1029787,8826,0.142699733376503
1591273792.015738,8846,0.254211962223053
1591273912.16225,8957,0.1806854009628296
1591274032.03985,9080,0.6379321813583374
1591274152.1469853,9141,0.20332112908363342
1591274272.0479817,9287,0.1995120495557785
1591274392.1174514,9329,0.155542254447937
1591274512.4036832,9466,0.18127453327178955
1591274632.248805,9474,0.5049096941947937
1591274752.1109028,9479,0.28567081689834595
1591274872.1457107,9609,0.09540046006441116
1591274992.3788202,9620,0.3736068308353424
1591275112.2643235,9673,0.169168621301651
1591275232.0736647,9682,0.25525590777397156
1591275352.122699,9702,0.2426784187555313
1591275471.9989982,9768,0.38628479838371277
1591275592.0048764,9867,0.30378958582878113
1591275712.2619085,9885,0.46262988448143005
1591275832.0044265,9984,0.4489521384239197
1591275952.474646,10177,0.4689745306968689
1591276072.0826437,10192,0.5527149438858032
1591276192.1245813,10323,0.18904772400856018
1591276312.2562282,10363,0.1835181713104248
1591276432.0980747,10521,0.18492335081100464
1591276551.9910731,10562,0.12692129611968994
1591276672.2547245,10629,0.4596840739250183
1591276792.2782357,10687,0.3130040764808655
1591276912.2962358,10881,0.17813023924827576
1591277032.0924366,10914,0.16534708440303802
1591277152.0366397,10946,0.21114088594913483
1591277272.0496697,10979,0.3520441949367523
1591277392.0166981,10992,0.12408854067325592
1591277512.029698,10998,0.1561965048313141
1591277631.9236984,11029,0.1858549416065216
1591277751.9326987,11037,0.21952730417251587
1591277872.2486987,11077,0.3767806887626648
1591277992.018698,11082,0.12628129124641418
1591278112.0416977,11212,0.2724573314189911
1591278231.9546974,11254,0.18633316457271576
1591278352.1377492,11454,0.22869211435317993
1591278471.995698,11456,0.14349204301834106
1591278591.9536967,11614,0.22890549898147583
1591278712.033698,11625,0.1171853244304657
1591278831.9736972,11697,0.21254873275756836
1591278952.2317247,11820,0.26919350028038025
1591279071.9886968,11887,0.1705150306224823
1591279192.2167282,11944,0.35466256737709045
1591279312.009763,12024,0.32253241539001465
1591279432.2867622,12062,0.2003570795059204
1591279552.2757893,12098,0.2895120680332184
1591279672.1496203,12147,0.12862832844257355
1591279792.0814235,12213,0.2628428041934967
1591279912.347705,12234,0.395551860332489
1591280032.1409924,12261,0.39849069714546204
1591280152.3557253,12327,0.15454743802547455
1591280271.876678,12348,0.17445878684520721
1591280392.1001902,12386,0.19655807316303253
1591280512.2114713,12434,0.25451964139938354
1591280632.150585,12453,0.23327332735061646
1591280752.201534,12469,0.13322433829307556
1591280872.0233595,12509,0.3198442757129669
1591280992.0713377,12601,0.20013485848903656
1591281112.4055307,12625,0.3235268294811249
1591281232.0171022,12642,0.6663630604743958
1591281352.1421149,12761,0.13527648150920868
1591281472.205348,12790,0.36414575576782227
1591281592.0500832,12817,0.17510482668876648
1591281712.349799,12850,0.198733851313591
1591281832.2526784,12978,0.28973591327667236
1591281952.1793616,12980,0.2865212857723236
1591282072.28069,12986,0.2931368350982666
1591282192.0447984,13030,0.24341045320034027
1591282312.4850235,13055,0.08652999252080917
1591282432.223693,13065,0.26784899830818176
1591282552.5334582,13140,0.1258329600095749
1591282672.538261,13182,0.17097212374210358
1591282792.4051979,13190,0.23819328844547272
1591282912.4857705,13229,0.6365704536437988
1591283031.997705,13336,0.284530371427536
1591283152.2985744,13344,0.16374915838241577
1591283272.1167629,13400,0.25937455892562866
1591283392.1562483,13442,0.15723958611488342
1591283512.998128,13464,0.12064868211746216
1591283632.083999,13475,0.1246495470404625
1591283752.3342402,13505,0.49172261357307434
1591283872.5034277,13518,0.45625755190849304
1591283992.9563835,13700,0.1599370837211609
1591284112.4965189,13709,0.3168872594833374
1591284232.4935608,13717,0.2773655652999878
1591284352.7701094,13734,0.3219270706176758
1591284472.2851205,13747,0.3522391617298126
1591284592.1314137,13776,0.2010781317949295
1591284712.4114225,13782,0.1734520047903061
1591284832.3223956,13812,0.1585730016231537
1591284952.6554024,13839,0.23270122706890106
1591285072.0125225,13860,0.3162171244621277
1591285192.3847675,13926,0.23212005198001862
1591285312.4597266,13942,0.3033055365085602
1591285432.1510646,13970,0.2269418090581894
1591285552.463825,13987,0.3517124056816101
1591285672.174377,14032,0.3506399691104889
1591285792.2214906,14130,0.1639750897884369
1591285912.4211433,14156,0.21162639558315277
1591286032.193493,14226,0.22826126217842102
1591286152.054312,14229,0.1744970679283142
1591286272.2925014,14241,0.22111591696739197
1591286392.1715205,14269,0.2098141312599182
1591286512.108517,14272,0.18741349875926971
1591286631.7155175,14469,0.09015913307666779
1591286752.0015168,14494,0.2995499074459076
1591286871.9488947,14513,0.2663480341434479
1591286992.0378957,14567,0.1086830273270607
1591287112.0118952,14647,0.5324399471282959
1591287232.237895,14679,0.15243174135684967
1591287352.0867698,14746,0.23172953724861145
1591287472.0301936,14894,0.05641968548297882
1591287592.0907133,14899,0.23121358454227448
